1495589878.26,30.4685421659,-268.075605753,1.04303403119,44.0,-243.2,-2.09436969805,2
1495589878.29,30.4726589728,-268.183302967,1.0360269302,44.0,-243.2,-2.09436969805,2
1495589878.33,30.4667583183,-268.116432658,1.03640605872,44.0,-243.2,-2.09436969805,2
1495589878.36,30.4685421659,-268.075605753,1.04303403119,44.0,-243.2,-2.09436969805,2
1495589878.39,30.4931520461,-267.954114476,1.04314006749,44.0,-243.2,-2.09436969805,2
1495589878.43,30.4726589728,-268.183302967,1.0360269302,44.0,-243.2,-2.09436969805,2
1495589878.46,30.4685421659,-268.075605753,1.04303403119,44.1,-243.2,-2.09710081693,2
1495589878.49,30.4685421659,-268.075605753,1.04303403119,44.4,-243.4,-2.10602893636,2
1495589878.53,30.4667583183,-268.116432658,1.03640605872,44.6,-243.5,-2.11049463867,2
1495589878.56,30.2870504753,-268.297935839,1.02889702091,44.9,-244.1,-2.12215141093,2
1495589878.59,30.4685421659,-268.075605753,1.04303403119,45.0,-244.9,-2.1310867528,2
1495589878.63,30.4726589728,-268.183302967,1.0360269302,45.1,-245.5,-2.1400254196,2
1495589878.66,30.4936959803,-267.939209302,1.04042975685,45.2,-247.0,-2.15885546973,2
1495589878.69,30.5160234162,-268.013040717,1.03306867535,45.2,-247.8,-2.16779418997,2
1495589878.73,30.4931520461,-267.954114476,1.04314006749,45.3,-249.2,-2.18567684918,2
1495589878.76,30.134173828,-268.60819359,1.01584220183,45.3,-250.0,-2.19640082155,2
1495589878.79,29.9745842188,-269.160099987,1.00266070223,45.3,-250.8,-2.20534894944,2
1495589878.83,29.8082497864,-269.955531623,0.989354209249,45.3,-252.3,-2.22592521155,2
1495589878.86,29.4636836439,-271.02846027,0.984409851818,45.3,-253.1,-2.23486916087,2
1495589878.89,29.4222240958,-271.639061475,0.972596676279,45.2,-254.6,-2.25275423379,2
1495589878.93,29.1352625085,-272.531242042,0.961344780677,45.1,-255.3,-2.25903270289,2
1495589878.96,28.7499852182,-273.435046802,0.939904691514,45.0,-256.6,-2.27426155629,2
1495589878.99,28.4511797653,-274.511210048,0.929437748549,44.8,-257.1,-2.27873350205,2
1495589879.03,28.0361541795,-275.231805509,0.912338841582,44.2,-258.1,-2.28138635471,2
1495589879.06,27.93425021,-276.019744503,0.900444793699,43.8,-258.6,-2.28320480337,2
1495589879.09,27.7783704775,-276.224404374,0.892177979032,43.4,-259.1,-2.28320480337,2
1495589879.13,27.483907683,-277.039729101,0.889723837319,42.6,-260.0,-2.28320480337,2
1495589879.16,27.2882481094,-277.925217713,0.903604820227,42.2,-260.4,-2.28320480337,2
1495589879.19,0.0,0.0,0.0,41.5,-261.3,-2.28320480337,2
1495589879.24,0.0,0.0,0.0,41.1,-261.8,-2.28320480337,2
1495589879.26,0.0,0.0,0.0,40.4,-262.6,-2.28320480337,2
1495589879.29,0.0,0.0,0.0,40.0,-263.0,-2.28320480337,2
1495589879.33,0.0,0.0,0.0,39.3,-263.9,-2.28320480337,2
1495589879.36,0.0,0.0,0.0,39.0,-264.2,-2.28320480337,2
1495589879.39,0.0,0.0,0.0,38.6,-264.7,-2.28320480337,2
1495589879.43,0.0,0.0,0.0,37.8,-265.5,-2.28320480337,2
1495589879.46,0.0,0.0,0.0,37.3,-266.1,-2.28320480337,2
1495589879.49,0.0,0.0,0.0,36.5,-267.0,-2.28320480337,2
1495589879.53,0.0,0.0,0.0,36.2,-267.4,-2.28320480337,2
1495589879.56,0.0,0.0,0.0,35.5,-268.2,-2.28320480337,2
1495589879.59,0.0,0.0,0.0,35.1,-268.7,-2.28320480337,2
1495589879.63,0.0,0.0,0.0,34.4,-269.5,-2.28320480337,2
1495589879.66,0.0,0.0,0.0,34.0,-270.0,-2.28320480337,2
1495589879.69,0.0,0.0,0.0,33.7,-270.3,-2.28320480337,2
1495589879.73,0.0,0.0,0.0,32.9,-271.2,-2.28320480337,2
1495589879.76,0.0,0.0,0.0,32.5,-271.6,-2.28320480337,2
1495589879.79,0.0,0.0,0.0,31.8,-272.6,-2.28320480337,2
1495589879.83,0.0,0.0,0.0,31.4,-273.0,-2.28320480337,2
1495589879.86,0.0,0.0,0.0,30.7,-273.9,-2.28320480337,2
1495589879.9,0.0,0.0,0.0,30.3,-274.3,-2.28320480337,2
1495589879.93,0.0,0.0,0.0,29.5,-275.2,-2.28320480337,2
1495589879.96,0.0,0.0,0.0,29.1,-275.6,-2.28320480337,2
1495589880.0,0.0,0.0,0.0,28.8,-276.0,-2.28320480337,2
1495589880.03,0.0,0.0,0.0,28.0,-277.0,-2.28320480337,2
1495589880.06,0.0,0.0,0.0,27.6,-277.4,-2.28320480337,2
1495589880.09,0.0,0.0,0.0,26.8,-278.3,-2.28320480337,2
1495589880.13,0.0,0.0,0.0,26.5,-278.6,-2.28320480337,2
1495589880.16,0.0,0.0,0.0,25.8,-279.6,-2.28320480337,2
1495589880.2,0.0,0.0,0.0,25.5,-280.0,-2.2840365987,2
1495589880.23,8.61170298931,-299.914260293,0.849413803477,24.8,-281.1,-2.2876754157,2
1495589880.26,8.31638476757,-300.53009245,0.860389495856,24.5,-281.7,-2.29032343534,2
1495589880.29,7.87893798029,-301.049753169,0.865817246614,24.3,-282.2,-2.29479085914,2
1495589880.33,7.24418418405,-301.627225102,0.862488082835,24.1,-283.5,-2.31001658656,2
1495589880.36,6.78233928751,-302.313455207,0.862276850236,24.0,-284.2,-2.31894667796,2
1495589880.39,6.25992645216,-303.042763197,0.855243563238,23.9,-285.6,-2.33601075551,2
